Puzzle,Solution,Solution Count,
060008090001007030000940070904805006086000000507090000008003000000009053000600000,765328491491567238823941675934815726286734519517296384178453962642179853359682147,1,
400000000080020600392000041000000100030060000247000000170600090900000004060073000,416398572785124639392756841659487123831269457247531986178642395923815764564973218,1,
130805400000206030080000007400000050000000000000100600020710800607030000300602700,132875496745296138986341527461987352273564981859123674524719863697438215318652749,1,
105000000000000020406000000900700041800006002607004000004059078009100000000080510,125867493378945126496321857952738641841596732637214985214659378589173264763482519,1,
307000400260300000005000000004037000900000250000000900000080040080049006070206009,397658421261374895845192763524937618938461257716825934659783142182549376473216589,1,
000104097500090000000257010003001000000675000000000700000002600790040002026310000,382164597517893264964257318873921456241675983659438721135782649798546132426319875,1,
940000700003045000000960020000609070700020400800700090000080000439000000000502000,942318765673245189518967324324659871795821436861734592256483917439176258187592643,1,
000000208076000400000000090080030050904507060020900040800000007002000500009004083,193645278276198435458723196681432759934517862527986341845361927362879514719254683,1,
000000000000213000001070200006500018000000000002906500000600003508001069900300800,329465187875213946641879235796542318453187692182936574214698753538721469967354821,1,
400000000070420000000000080030000200020700010910004036083000071700000004000160090,469318752378425169152679483536891247824736915917254836683942571791583624245167398,1,
009046500000200010025071000000700002090300050401000000064000900300000000000000740,139846527746235819825971634653718492297364158481592376564127983378459261912683745,1,
000000000500080702000107080000003001400002008800000050008050406034200000001700000,187425963549386712362197584295873641476512398813649257728951436934268175651734829,1,
001200037060000000700031080000040050007600043600070820000000010000000302084000060,491268537368754291752931684139842756827695143645173829973526418516489372284317965,1,
400709000059638000006000000000020503020000060030900702908005040003000070000092000,482719356759638124316254897694127583127583469835946712968375241243861975571492638,1,
040700013000003600000124900000000070000090000039860100000200800060308002007000400,948756213251983647376124958682431579714592386539867124493275861165348792827619435,1,
004000030203800945780000002049000000002080409000000080000000510900501200100000003,694215837213876945785394162849653721362187459571942386426739518938561274157428693,1,
102079050050008492000000300047005800000700000000010940000007084000800000001902003,132479658756138492984526371347295816619784235528613947295367184463851729871942563,1,
609001000004906000000800010000005007036000008090000000003500009140009800080304100,679231584814956273352847916421685397736192458598473621263518749145769832987324165,1,
002507480001060000000004027030040000046820000800006004000000050003000060100700000,692537481471268935358194627237945816946821573815376294724683159583419762169752348,1,
690300000080100004000000620010000346000000000003000100004605002950410000002000001,695324817287169534341758629519287346476531298823946175134675982958412763762893451,1,
000000000005140000900080001010700800200058037030020000080070004000090300790003200,148367529625149783973285641519734862264958137837621495382576914451892376796413258,1,
028070000140080006079106030000094000000000062000200087000003120010800003000000040,628379514143582796579146238782694351391758462465231987857463129914825673236917845,1,
000400002070060850500200006000600000000000200100090080210000700906078000058040001,683459172472361859591287436847623915369815247125794683214536798936178524758942361,1,
090000500002041000600000040100073000200400050000000100305720000407965320900000000,794382561532641789681597243156873492273419856849256137365728914417965328928134675,1,
000570100006000020010024000050001890060007000400080600000610002000000000709845000,942576138376198524815324976253461897168957243497283615534619782681732459729845361,1,
410090807700000300003200060047000030000000700800000009084100000000960002901007000,416593827728416395593278461147659238659382714832741659284135976375964182961827543,1,
000200000308001000040009030500700040000900007170400052800000000005007001219000000,956234178328571469741689235592713846684925317173468952867142593435897621219356784,1,
000900000000008005059000000900001004002730009480000020001090250007003400040005010,368957142724618395159342876975281634612734589483569721831496257597123468246875913,1,
730602900900070000050008000009005013000900000008000702000209000000060050070351000,734612985986573124251498376629785413317924568548136792165249837493867251872351649,1,
000005720100000060000064108001072403000816000700050000800000340035000607000000000,364185729178329564259764138681972453543816972792453816826597341935241687417638295,1,
803700001700000000006000000000805107207060900300007200005000000000100805000300760,843796521721534689596281473469825137217463958358917246975648312634172895182359764,1,
800400000000000050602080000306009005089060021000014000050006040000300000000002630,895431276134627859672985314316279485489563721527814963253796148761348592948152637,1,
004000000090300700001264000007900060050020000000000400300040006046703501000010304,534897612692351748781264953427938165159426837863175429318549276246783591975612384,1,
002103000000000000050006010086005070300000002007009000075092300009000760010060908,762153894134928657958746213286315479391674582547289136675892341829431765413567928,1,
010009000005678000307004060000050000000000014000000003801047300003090080409030005,618329547245678931397514268184753629536982714972461853851247396763195482429836175,1,
000740210307000000000000060041500000000006025006073100020000050000068002000000640,865749213317625894492831567941582376783916425256473189628394751574168932139257648,1,
085040000104002078370000100000009030000005002000034987000008005001200000007000000,685741293194352678372986154748629531913875462526134987239468715851297346467513829,1,
230700040001005003098020010015200000000130000900000000004001000007093004100800700,236718549741965823598324617415287396672139458983456271354671982827593164169842735,1,
000006000000008000800249000006300100140000000000500023000000090200600540090003010,312756984964138257857249631526384179143972865789561423678415392231697548495823716,1,
630000000450006002009450000000003009380090000090670000000000500000027400760530000,632719854451386792879452316527143689386295147194678235243961578915827463768534921,1,
200070600000509000504100000060000970850704100000020050000080017600000840020000000,231478695786539421594162783462351978853794162917826354349685217675213849128947536,1,
001700050000010093060043000000190000005000008000004007100007300057006089009400000,831729456574618293962543871748195632615372948293864517186957324457236189329481765,1,
100040000000000005005000700040701900810030500003580010300800060057009304000000000,179645823438172695265398741546721938812934576793586412324857169657219384981463257,1,
700040065080005000900301800000004103007000096403690700056010000009500000000000000,731248965284965317965371842698754123527183496413692758356819274849527631172436589,1,
094000607080002034037000509040320000000040058000608000000200003000056000000090040,294531687586972134137864529849325716612749358375618492451287963923456871768193245,1,
042000071800007000300046000756000800004008002000000003408000500010000000500100004,642853971895217436371946285756321849134598762289764153428639517913475628567182394,1,
000010009090046000040008000854000001003000070006095000780409500000083000000500060,638712459597346182142958736854637291913824675276195348781469523465283917329571864,1,
960000000000009000020060000093600500050010003001054006300070009047000605010020704,968731452735249168124568397493682571652917843871354926386475219247193685519826734,1,
008600050600040010023000009910002000004100082000003000000804000000001306000500001,148629753679345218523718469917482635354176982862953174231864597785291346496537821,1,
400069000020000000307200000000080002680900000034000000002500706500800094863000050,458769123126348975397251648719684532685932417234175869942513786571826394863497251,1,
000400510000080072008702300130000000000000000842000130006827004250000000000105000,723496518491583672568712349135278496679341285842659137316827954257934861984165723,1,
120800600500703009009200001000000320090000700000000000060009070080305906000007502,123894657546713289879256431614978325298531764357462198465129873782345916931687542,1,
008506021000008000200000800030000006605030910000000050009601002020000005001093004,798546321163928547254317869932185476645732918817469253489651732326874195571293684,1,
061000000508200000030400060000020150014050030780040000000000000600000040000100703,461895372578236419932417568396728154214659837785341296143972685627583941859164723,1,
080050000000069002600000048070020069009087503200600000500000230300000006006070000,983254671714869352652731948875423169469187523231695784548916237397542816126378495,1,
410320000000600003706900010047002000069000830000000000000000006000091200090070004,415327968928615743736948512847132659269754831351869427574283196683491275192576384,1,
710000040900070030500406800460000500050030600000000000000097008600000907300050010,716983245984572136532416879461729583257834691893165724145297368628341957379658412,1,
209070000100000000080000000008130009050002300610908007000819003007000060090000000,239576184176483592485291736728134659954762318613958247562819473847325961391647825,1,
000820060000060000000300900800643020000008500003910008920000003034102050005000006,349827165518469372762351984851643729496278531273915648927586413634192857185734296,1,
000020060000000000030600015003006000400800000010040002000014730050070601300200080,785421963146953278239687415523196847497832156618745392862514739954378621371269584,1,
000080200500017800400050903000400020000000000040020070002070004738100005000509000,691384257523917846487256913879465321215793468346821579952678134738142695164539782,1,
002010080400090010080045200008002609000000000306400500000009026000000000000500003,532617984467298315981345267148752639275963148396481572853179426629834751714526893,1,
004020860006803090000090030360700000010230000090001000000600300100308400000040700,934125867526873194781496532362784915415239678897561243248617359179358426653942781,1,
000000675076000000501000400400960503020010060009040000003706000000000020200100000,942831675376254198581679432417962583825317964639548217153726849768495321294183756,1,
080000705105049600406000000060001000709000000004056080600010000500083090000700000,983162745175849623426537918862471539759328461314956287698215374547683192231794856,1,
000351000064000000005000001009075000000000200502004000600420017007000906040700520,728351469164897352395642781819275634476138295532964178653429817287513946941786523,1,
001005006309008050000000439000019085000703000000600704900000603507000000000000071,471935826369248157285176439726419385154783962893652714918527643547361298632894571,1,
000600090000700002602038000004100070006840000000020000200000083083000167041000900,137652894458719632692438751924163578376845219815927346269571483583294167741386925,1,
400900600000067000020000050030000020000685000008030007000070094003500002700000530,481952673395867241627413958936741825274685319518239467852376194163594782749128536,1,
700010008002000001690000020100806000008000000900070000400750800080020690000900075,734219568852637941691584327175846239348192756926375184469753812587421693213968475,1,
020000580406000000050000004001860003003001820200000006800605007000040100105000040,927436581416589372358127964571862493643791825289354716894615237762943158135278649,1,
000010900800050200063000000530900000298370000701020000000105300059068007000700000,425813976817659234963247581536984712298371465741526893672195348359468127184732659,1,
350010900090000680410807350700500000000000010500600008040000800000350004000080070,358216947297435681416897352781523496624978513539641728145762839872359164963184275,1,
200030000004001069000904005001000007000000000076500000090040200305010700000060004,259638471784251369163974825531426987428197653976583142697345218345812796812769534,1,
790000050600007000400005003000000091210000006000306040902000700003400000060703910,791632458635847129428195673346278591217954386859316247982561734173429865564783912,1,
000132600000050000030040501000000000005301000301006070140000800200000004000760005,574132689612958347839647521768429153425371968391586472147295836256813794983764215,1,
100500390050000070000730100000902000000000000900107500079000004601300002005060009,167524398453891276298736145736952481514683927982147563879215634641379852325468719,1,
000800700060072001000000030704023000030080410020000000048100050000000080050000673,491836725563972841287514936714623598936785412825491367348167259672359184159248673,1,
049008000000300000000000940000005000002000037004009120890001000007050080010080005,249618753756394812138572946371825469982146537564739128895261374427953681613487295,1,
020000300050007040607008000100000002000540600000061007006800035000026008000050700,428615379351297846697438521164783952879542613532961487916874235745326198283159764,1,
200067000000050000000000708000045901000090400000000072508006020420000080090001504,289167345743958216165324798372845961816792453954613872538476129421539687697281534,1,
009800017300000000058200309500970001400083090700100043000000000030010002010020000,249836517367591284158247369583974621421683795796152843972465138634718952815329476,1,
200000080004008000003000000306002100170500002008410000000063000700100600080054310,267941583954378261813625497346892175179536842528417936491263758735189624682754319,1,
081060000072000090300000004000300900030708001000004062710200003040000020006000700,981462537472531896365879214124356978639728451857914362718295643543687129296143785,1,
070000600000000040000000780300050007800000020005008003092000050400200008060704002,174829635683517249259643781346152897817936524925478163792381456431265978568794312,1,
930700201400002600000000070000000009000000300201005000002090036000024700015036000,936758241457912683128643975673481529584269317291375864842597136369124758715836492,1,
005608010006000020000130007004000700001000050000000038000010000700406000500080403,475628319136947825892135647284351796361879254957264138648513972723496581519782463,1,
000000000008006092136000000240070000003000000009041000000100000094800060080702400,927458136458316792136927845245673918613289574879541623562194387794835261381762459,1,
600581000400020050301000000800600003000042000000100000000810030580060017032704000,627581394498326751351479826819657243763942185245138679976815432584263917132794568,1,
580900704002000080000032000007003000290000060400750890000370005000020076000000000,583961724912547683674832519867293451295184367431756892126378945358429176749615238,1,
000000050400010020000000008709800200000904037005000000100300870030008001502100009,973482156458619723216573498749836215821954637365721984194365872637298541582147369,1,
300501000000000002802704100490300000107000050050000000000030010200000070500107040,349521867715863492862794135498375621127648953653912784974236518281459376536187249,1,
000801005000075213000300400000030500005402901070108000000000104009700000400500000,237841695894675213651329487142937568385462971976158342768293154529714836413586729,1,
002090000008300160000060073003020807000000010600004000100000094234000600070000002,362791458748352169591468273913625847425837916687914325156283794234579681879146532,1,
709020000010000200006309007380500060002000010050017308000008000000106000000702001,739421586418675239526389147381594762972863415654217398147958623295136874863742951,1,
000406007000000800580700260604000005000605030000030700009270600000004000000000092,912486357746523819583719264634897125271645938895132746459271683328964571167358492,1,
070000000000501000000000529080000002500000810920108400200003980000090204700005003,875629341492531678163847529681354792534972816927168435256413987318796254749285163,1,
000001006030000010005024900400000209000009000900000468000008100309600002012000030,794381526238956714165724983481563279627849351953172468546238197379615842812497635,1,
000030901071400620200000040398000400100002000040090100087000000400000000009008370,864237951971485623235169847398751462156842739742693185587314296423976518619528374,1,
700040300000000000000030008009000070004005006630024500005090700080056023040200600,716849352853612947492537168529361874174985236638724519265493781987156423341278695,1,
